,text,polarity
2105,زحممه بس رايق,Positive
2106,متحف مرره حلو وممتاز فيه تقنيات حديثه للعرض والتقديم تنظيمه جميل وهادئ,Neutral
2107,مكان جميل تعامل الموظفين ممتاز 👌🏻 يوجد فعاليات ممتازه لكل الاعمار ❤️ مزدحم ولكن يستاهل,Neutral
2108,المكان جدا جميل وسعد الدخول للشخص الواحد  ريال هو متحف وهو مطعم بصراحة على قولتهم جنان,Neutral
2109,رائعه  نفسي ازورها,Neutral
2110,قلعة تبوك التاريخية  مكان جميل وبجواره سوق البلد,Positive
2111,زي الخرا مابوه لا كوفي ولا مرجيحه حيي شوضعكم,Positive
2112,غالي جداً وسيئة خدمة الاتصال,Neutral
2113,مناسب وجميل جدا لتمضية الوقت مع العائلة,Positive
2114,مايستاهل حد يجيه مياه المجاري بعد تعديلها حتى الماء له رائحه ولافيه خدمات وبعض الاماكن خطر على السياره تنشب بالصبخه  هنا البحر قريب خاصه العقير الاتجاه له افضل كذالك العقير لاتوجد به خدمات نهائي  اتمنى كل من يكتب تعلق عن الاماكن ينقل الصوره الحقيقيه 😇,Neutral
2115,ليس هناك اهتمام به,Positive
2116,والله حلو ويستحق الزياره,Positive
2117,اللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وآلِ مُحَمَّدٍ,Positive
2118,رايحه عشان سوق الشتا  الدخول لسوق بتذكره قيمة ٢٥ ريال مع انهم يقولون مجاني  زحمه ناس ماياخذ دقيقه الا وانتم طالعين منه,Neutral
2119,بجد تجربة كانت رائعه وتستاهل الزيارة مرة اخرى,Positive
2120,جميل مكان يشرح النفس,Neutral
2121,اتمنى من الله ان أراها على الطبيعة المكان يبدو جميل 🌄 من مشاهدتي للصور والتعليقات يعتبر المكان مرتفع  المشاهدة والاطلاله في قمه الروعه خصوصاً عند شروق الشمس ⛅او الغروب 🌅 🌙 👀 👃🏼 👄💌🏰,Neutral
2122,جميل  ولكن تعرض لسوء الترميم,Positive
2123,فعالية جيدة,Positive
2124,موقع جميل وفيها ثرات ومطاعم والدخول بملغ رمزي ٢٠ لفرد الواحد,Positive
2125,غاليه مره والوقت قليل جداً,Positive
2126,تجربة جميله جدا ومفيدة للأطفال والشباب لمشاهدة التاريخ كاملا منذ بداية الخلق إلى الدولة السعودية,Negative
2127,راقي ومنظم,Positive
2128,مكان قديم ومتهالك وغير مهتم فيه يبدو له فوق ال  سنة  وتكثر فيه الكلاب الضالة وموحش في الليل ويغلب عليه الظلام الدامس في الليل  لا أنصح تجربته ولا السكن فيه,Negative
2129,مكان جميل وراقي ولاكن رسوم الدخول للأشخاص ليست صريحة وعند طلب الفاتورة لا يتم ذكر رسوم الدخول,Positive
2130,حسافه بعد مشورا طويل صيانة,Positive
2131,الموظفين والعاملين لطيفين ومتعاونين جدا التجربة كانت جميلة ورائعة سعر التذكرة  ﷼ للكبار,Neutral
2132,مكان جميل فيه الماضي تبقى الاحساء وسكانها الاجمل,Neutral
2133,سمعت ان المكان جداً جميل راح ازورها قريب باذن الله,Neutral
2134,مركز رائع في كل ما يناسب الأعمار من ٣ سنوات إلى الرجال الكبار يوجد به كل ما يخص النفط  والنقيب ومكتبة,Neutral
2135,جميلو وراقية ونظيفة,Positive
2136,مكان جداً جميل و الناس الي تشتغل فيه يعطيهم العافية  مناسب جداً للأطفال,Positive
2137,ممتاز والحافط الله,Positive
2138,حديقة جميلة ولكن تحتاج عناية واهتمام وفعاليات طباعة  لجذب الزوار وينقصها لوحات أرشادية واضحة  ولوحات تعريفية للحيوانات  وكذلك ينقصها طباعة وتوزيع خرائط للحديقة تريد الزوار,Neutral
2139,حلوه ومزدحهم  ومنظر حلو,Positive
2140,يستحق التجربة والتكرار,Positive
2141,مكان اكثر من رائع والتذاكر مجاناً والمقهى اسعاره ممتازة أتمنى زيارته اكثر من مره,Neutral
2142,مركز ثقافي مميز يقع في الظهران بالمنطقة الشرقية وتشرف عليه شركة ارامكو  والزيارة متاحه للجميع مجانا وهناك بعض الخدمات المدفوعة  ويحتوي على مسرح وقاعات عرض ومكتبة وتقام فيه العروض والفعاليات على مدار العام,Negative
2143,مكان جميل جدا 👏 💕,Positive
2144,كانت رحله ممتعه,Positive
2145,كنا شخصين وكانت تجربة مميزة في غرفة المافياالالغاز ذكية تحتاج شوية هدوء وتفكير طاقم العمل كلهم تعاملهم طيب قبل وبعد واثناء اللعبه نتمنى لكم التوفيق  وانصح الجميع بالتجربة,Neutral
2146,من الأماكن الجميلة  للزيارة,Positive
2147,تهان,Positive
2148,جميل ونظيف ويحتاج زياده في محلات القهوه والحلا والاكل,Positive
2149,يجب ان يكون لديك قلب قوي 😂,Negative
2150,من اهم المواقع  للسياحة الدينية رمز تاريخي ياريت كل يزور المكان,Positive
2151,حلوة جدا والولاد بتحبها قوي,Positive
2152,تعرف الجيل الجديد بتاريخ جده الفديم,Positive
2153,إبداع في سماء الشرقية 🌠,Positive
2154,مكان جميل يوجد به سوق شعبي ومطعم للاكلات الشعبيه يستحق الزياره,Positive
2155,ممتاز جبل من أروع مازرته بالأحساء الحبيبه,Negative
2156,جميل ومريح ووممتع الجلسه فيه العاب للاطفال وجلسات عالبحر ان شاءالله يستمروا بالاهتمام بيه,Positive
2157,تسحق الزيارة,Positive
2158,يحتاج تغيير ماء البحيره يفضل الإهتمام القليل بالأشجار هدوء ورائعه جدآ,Neutral
2159,مكان جميل جداً يصلح للجو العائلي مناسب لجميع العائله,Positive
2160,متحف جميل و متعوب علية من قبل أشخاص و جهود فردية السبت فقط مخصص للأفراد باقي الايام للجماعات المعرض به ٣٠٠ غرفة تحتوي على آثار من أنحاء العالم و تراث المملكة,Neutral
2161,مكان تاريخي العلا بشكل عام,Positive
2162,عدم الاهتمام من قبل الصيانه والبلدية,Positive
2163,مبنى في قمة الجمال و مواقف للسيارات  كثيره و اهتمام بمواقف اصحاب الهمم و ممرات تسهل حركتهم وحركة جميع الزوار وعبور  للمشاة  آمن   المكتبة جميله و منظمة,Neutral
2164,إبداع و جو جميل,Positive
2165,بجوار المواقف فيه خدمة التاكسي السياحيهشبيهه بسيارة القولف تاخذك بجوله  دقيقه ب  ريال او  دقيقه ب  ريال انصح بأخذ جوله معه المرشدين مميزين ويعلمونك باسماء المباني واعمارها,Neutral
2166,الله يوفقهم ونسونا باليوم الوطني,Positive
2167,لايوجد اهتمام بالمتحف او تنظيم للزوار الدرج للطابق الثاني يحتاج صيانه,Positive
2168,احلى مافي البولفارد  مركز الملتقى النسائي Sum things مكان رائق واكل لذيذ  و بابليون قطعهم مميزه الباقي تميلح و مراهقين للاسف,Positive
2169,يحتاج اهتمام اكثر بالتكييف ودورات مياه وبوفيه صغير,Positive
2170,جميل ورائع  وياحبذا يرحمونا من الموسيقى ويراعون ان فيه اناس لايستمعون ولايستمتعون بها,Positive
2171,جميل جداً وتم ترميمه ونظيف وبعيد عن الزحمات والازعاج لنا تجربة اخرى ان شاء الله,Positive
2172,ممتاز ومفيد,Positive
2173,المكان جميل ويستحق الزيارة لكن تذاكر الدخول  ريال سعر مبالغ فيه,Positive
2174,صغير جدا ومزدحم,Positive
2175,ترتيب مميز ومكان حلو وفيه فرقة دفوف,Positive
2176,اتمنى يزيلون الشاشات والقرف ويستحون النساء شوي بس على دمهم من شرب الشيشا,Neutral
2177,مكان تاريخي جميل يستحق الزيارة,Positive
2178,بحيرات منظمة بطريقة فنية ساحرة وكأنك في قلب آسيا الخضراء,Positive
2179,المكان حلو ولاكن الرسوم غاليه جدآ,Positive
2180,جميل بس متعب المشي,Neutral
2181,المكان جميل جدا و نظيف و الاقسام اللي فيه مرتبة و جميلة,Neutral
2182,جميل جدا  كلما جاءني زائر اخدتهم لزيارة المكان مرتب وممتع وموقعه ممتاز,Positive
2183,مركز إثراء العالمي يجمع المعرفة والثقافة والعلوم والفنون تحت سقف واحد للكبار والصغار مفخرة لنا كسعوديين وجوده بيننا وجهتي المفضلة دائما,Negative
2184,الله يرزقك ونحن يومبا,Positive
2185,عيبها,Positive
2186,معلومات قيمه بعضها اول مره تمر علي مناسب للكبار والصغار الأسعار رمزيه يستحق الزيارة,Positive
2187,افضل قصر,Positive
2188,منتاز  انصح بزيارته,Positive
2189,مكان جميل وهادى مناسب للمشى والاسترخاء فى الاوقات المناسبة بعيدا عن اوقات الحرارة والرطوبة العالية,Positive
2190,ممتازه و مميزه و ممتعه تستاهل الزيارة,Positive
2191,مهرجان رائع الله يرحم ابو متعب,Positive
2192,متحف جميل رائع يستحق الزيارة مرتب منسق  اتمنى له التطوير والتوسع والمزيد,Positive
2193,إهمال لهذا المنتزه,Positive
2194,مكان جميل ويوجد يوضح الحياة في السابق لأهل المنطقة وهو ممتاز للتمشيه وقضاء وقت ممتع كما يوجد به محلات لبيع التراثيات الدخول مجاني ومواعيد العمل من الأحد إلى الأربعاء من الساعة الخامسة إلى الساعة الحادية عشرة,Negative
2195,جبل القارة ويُعرَف أيضاً بجبل الشبعان يقع بين قرية التويثير وقرية القارة بمحافظة الأحساء في المنطقة الشرقية من المملكة العربية السعودية يُعد الجبل من أبرز المعالم السياحية الطبيعية في الأحساء وقد سُجل في لائحة التراث العالمي عام م بعد,Negative
2196,حلو جدًا 🕊,Positive
2197,جميله جدد,Positive
2198,تجربة جميلة ومتحف رائع يستحق الزيارة شكرا للقائمين عليه,Positive
2199,قلعة أثرية جميله,Positive
2200,منتزه هادئ جميل ممتاز ولكن ينقصه حمايه حديديه قويه  وخاصه لانه يقع علي الطريق الدائرى,Negative
2201,جداً جداً ممتاز انصح به الجميع وخصوص السعوديين خاصة ودول الخليج عامة ثقافة وتاريخ وشي يجنن ي عالم 💪🏼,Neutral
2202,ساحات جميلة و مقاهي مميزة و تمثل منطقة قديمة بالرياض انطلقت منها الدولة السعودية الحديثة,Negative
2203,قلعة تبوك ومسجد ؤسول الله ومكان العين الذي تفجر بعهد رسول الله اثناء غزوة تبوك لكنها ناشفة الان,Positive
2204,متحف جميل فيه تتعرف على الحضارة الاسلامية شكرا للجامعه للإهتمام بهذا المتحف,Neutral
2205,ينقصه بعض الاهتمام من وزارة السياحة,Positive
2206,رحت له حول الظهر كان الجو جميل والجلسة أمام البحيرة تشرح الصدر يستحق الزيارة ولكن مشكلة حديقته صغيرة جدًا,Positive
2207,رائع وممتع وجميل للغاية يستحق التجربة,Positive
2208,مركز إثراء  من اسمه إثراء للمعرفة والحواس  زيارة واحدة لا تكفي توجد مكتبة وأدوار متعددة إسلامية وعلمية وثقافية ومكتبة أطفال فعاليات للأطفال والكبار وتجارب ومهارات يوجد بالداخل مقاهي وبوفيهات وإطلالات جميلة,Neutral
2209,رحله جميله وطويله والأجواء رائعة في الطائف,Neutral
2210,المكان حلو تراثي مرتب المتحف رهيب  دخول الكبار ب٢٠ والاطفال مجانا بعض الغرف فيه مسكرة مثل غرفة التصوير وصالة العاب الاطفال والمرسم  باقي المطعم والسوق البسيط والمتحف,Positive
2211,شيء جميل و لكن يحتاج تطوير ارجو تجديد ثوب الكعبة باهت جدا في المعرض,Positive
2212,مكان جميل للسياحة والاستجمام مع العائلة,Positive
2213,مكان  رائع مرتفع وتشوف الميناء والسفن وحركتها,Positive
2214,حديقة جميلة ومرتبة ونظيفة,Positive
2215,قلعه اثريه تراثيه قديمه,Positive
2216,ماله,Positive
2217,مكان جميل وتراثي,Positive
2218,صراحة المتحف  جميل والي خلاه ممتع شرح الموظفة ساره القطان,Positive
2219,روعه ومميز ✋,Positive
2220,الثرات هوية للمكان  جميل ان نحافظ على هويتنا  ولكن المؤسف مايقوم به البعض من الرسم والشخبطة على الجدران,Neutral
2221,شيئ من الخيال,Positive
2222,جميل بشكل لا يصدق ماشاءالله تبارك الله حتى الموظفين اخلاقهم ولا اروع تستحي من الأخلاق,Positive
2223,جميل و منظم,Neutral
2224,مكان رائع لقضاء الاوقات الماتعة مع العائلة,Neutral
2225,المهرجان الوطني للتراث والثقافة أو مهرجان الجنادرية هو مهرجان تراثي وثقافي يقام في المملكة العربية السعودية منذ عام  ه وكانت الدورة الأولى للمهرجان في  مارس  غالباً ما يكون موعده في فصل الربيع بشهري فبراير ومارس ويجذب العديد من الزوار داخل وخارج المملكة ويقام تحت اشراف وزارة الحرس الوطني السعودي ويوجد به مطاعم,Neutral
2226,اوه شهر ٧ وشهر ٨ كلام ثاني 😍❤️❤️❤️,Positive
2227,مناسبه للأولاد,Positive
2228,جينا ومغلق واتصلنا بالمشرف عليه وذكر لنا بان اوقات الدخول من ٩ ١٢٣٠ ظ من ٤  ٩م,Positive
2229,يحتاج المزيد من الدعم السياحي  ابتداء من الطريق المؤدي إلى الجبل,Positive
2230,اجواء ممتازه مكان يفرج الزوار على الماضي و ما تحتويه كل منطقة و تشتهر به  يعيبه ارتفاع الأسعار فقط,Negative
2231,زمان يافن,Positive
2232,يحتوي على معارض علمية ومكتبة جميلة,Positive
2233,جميل المكان من الخارج الحديقة روعه وكان فيها انشطه للاطفال,Negative
2234,ممتاز فخم و فاخر,Positive
2235,فكرتها جميله,Neutral
2236,معلم خالد من معالم الأحساء,Positive
2237,اجواء روعة ولا احلي ومنتزهات ولا اجمل ومخيمات جميلة,Neutral
2238,مكان اقل ما يمكن القول انه رائع وفخر لي كوني سعوديه وموجود متحف بهذه الكفاءه و الجوده واتمني ان تلزم المدارس برحلات له بارك الله جهود القائمين عليه,Neutral
2239,أنصح بزيارتهرائع جدا ومتعوب عليه,Positive
2240,اتمنيت اني اصور المتحف واوثق التصوير في قناتي على اليوتيوب ولكن فوجئت بانه في رسوم للتصوير  قيمتها لليوم الواحد ٣٠ ريال,Neutral
2241,جميل والتنوع المعماري ممتاز والمكان يحتاج لتوفير صراف او توفير مدى لدى المحلات بالسوق,Positive
2242,الاجمل منظر طريق الحجاج القديم,Positive
2243,المكان مغلق,Positive
2244,الله على جدة القديمة وناسها وأهلها وأيامها الحلوة  تاريخ جميل لم نحضره وسمعنا عنه من خلال الصور الجميلة وما تبقى من آثار للبيوتات الحجرية القديمة  ياريت أمانة جدة تهتم بشكل أكبر بالأحياء القديمة وتعيد ترميم تلك البيوت والحارات وتجعلها مناطق سياحية تستثمر وتقام فيها الاحتفالات في الأعياد والمناسبات والمهرجانات,Positive
2245,حديقة جميلة جدا 🌟 🌟 🌟 🌟 🌟,Negative
2246,يعود تاريخ بناء القلعة إلى عام  ه  م ولقد أعيد ترميمها في عهد السلطان محمد الرابع حيث أدخلت تجديدات على بلاطات خزفية مازالت موجودة في مدخل القلعة ثم أعيد ترميمها وتجديدها بالكامل مرة أخرى في عهد السلطان عبد المجيد بن محمد في عام  ه وقد وضع بمحراب المسجد نقش خاص بهذه الذكرى ثم جُددت القلعة في العهد السعودي عام  ه وأجريت عليها ترميمات شاملة عام  ه من قِبل وكالة الآثار والمتاحف  وصف القلعة👇🏻 تتكون القلعة من دورين يحتوي الدور الأرضي على فناء مكشوف وعدد من الحُجرات ومسجد وبئر وهناك سلالم تؤدي إلى الدور الأول ومسجد مكشوف وحجرات وكذلك سلالم تؤدي إلى الأبراج التي تستخدم للحراسة والمراقبة وتعتبر القلعة من أبرز المعالم الأثرية بالمنطقة,Positive
2247,عيبها الزحمه,Positive
2248,مكان سياحي رائع يستحق الزيارة,Positive
2249,مكان رائع لمحبي الطبيعة الجبلية,Positive
2250,متحف سيئ جدا ولا يواكب التطور في مملكتنا  زرت الكثير من المتاحف اجمل منه بكثير و هذا المتحف يوجد فيه مجسمات سيئة جدا جدا وبدائيه  ولا تمثل هذه المجسمات أو هذا المتحف خير البشرية  يجب أن نطور من المكان الذي يحكي ويفسر آيات الله  وهو,Neutral
2251,قلعة تاريخية ومعلم سياحي رائع,Neutral
2252,معرض ارامكو ممتاز يستحق الزيارة,Positive
2253,موقع جميل جدا,Positive
2254,مكان جميل يحبه الصغار و الكبار فإضافة إلى التعرف على مختلف الحيوانات تشتمل الحديقة على كل المرافق الضرورية للعائلة من كوفيهات و مطاعم و سوبرماركت كذلك المساحات الخضراء للجلوس و الاستمتاع في الأجواء الربيعية أنصح زوار الرياض بزيارة هذا المكان,Negative
2255,مرة انبسطت في المكان حسيت المكان أكبر لما شفته من برا بس امكن ذي وحدة من الخدع 😵‍💫,Negative
2256,همهم,Positive
2257,ام البلد وجهه حضاريه جميله 🤩حقيقة كنت اكره انزل للبلد الان كل اسبوع ضروري اروح له بس شغالين هالشهر شهر اوكتوبر عليه بشكلٍ فضيع وننتظر النهايه 😍كافيهات المحمل فيه حلوه جربتها كلها بس الذ شي بالدور اظن ال٣ عند باب المواقف ع طول,Negative
2258,قصر ابراهيم هو احد المعالم الأثرية في محافظة الاحساء وبفضل البلديه الاحساء تم ترميم هذا الارث تاريخي وهو معلم سياحي جميل,Neutral
2259,متحف مميز يحكي عن تاريخ مكة من قديم الزمان حتى هجرة الرسول صلى الله عليه وسلم  بالإضافة عن تاريخ المدينة من هجرة الرسول صلى الله عليه وسلم  حتى التاريخ الحديث عن طريق عرض المجسمات,Neutral
2260,الزائد,Positive
2261,لو زرت المتحف الصباح او العصر بيكون مفتوح ولا  وهل لهم حساب او رقم اقدر اتصل استفسر,Negative
2262,حبييت المكان,Positive
2263,مكان يستحق الزياره قلعه جميله ومنظمه والدخول مجاني وموظف القلعه خلوق ومتعاون زيارتي في,Positive
2264,الدخول للفرد ب٢٠ ريال الجلسه ب٥٠ ريال,Positive
2265,فيها حاله دفا ولكن ارجو الاهتمام اكثر,Neutral
2266,قريه تراثية عن منطقه جازان وفيها بعض الاشياء التي كانت زمان وحتى الآن تستخدم,Neutral
2267,جدا جميلة,Positive
2268,تفتقد,Positive
2269,معلم مفغول عنه دعائيا و جماعيريايجب على إدارة المتحف إعادة النظر في آلية الترويج للمتحفرواده لا تتناسب مع تلك الامكانيات الحبارة ادعوا الجميع الى زيارته خاصة صبيحة يوم السبت لهدوء المكان,Positive
2270,ممتازه جدا عندي اعتراض على رسوم الدخول لو تتخفض شوي,Positive
2271,متحف جميل يحكي السيرة النبويةبكل تفاصيلها با أسلوب شيّق وبسيط  والأستاذ أحمد شرحها بشرح واضح ومميز  والأفضل للزائر يطلب مرشد يشرح له التفاصيل,Neutral
2272,مكان جميل جدا جدا جدا الدخول مجاني فقط المتحف رسوم ٣٥ ريال ويستاهل باقي المعارض مجانيه الدخول هذي الفترة من لغاية الساعه  ليلا,Neutral
2273,جيد زرت قبل عشر سنوات والآن مرة ثانية لكن لايوجد تجديد اتوقع لو تزوره بعد مليون سنه لين يتغير شي,Positive
2274,رائعه وتحتاج تطوير لجلب السياح وسعدت بزياره المنطقه بشكل عام,Positive
2275,مكان  جميل  و  منظم اشكر القائمين على التنظيم,Positive
2276,الوساخة,Positive
2277,اجمل المهرجانات للامانه تنظيم وتطوير ومتعه روعه ونتمنى يكون وقته اطول لان ماتكفينا العشرين يوم جداً ممتع 👍🏻👍🏻,Neutral
2278,ممتع نوعا ما,Positive
2279,من افضل المهرجانات بتعدد العادات والتقاليد لكل مناطق المملكه ومنتجاتهم الحرفيه والغذائيه والعرضات والدحات والسامري وتنوع المطاعم وتنظيم المكان والتفويج,Positive
2280,رائع ونطمح للمزيد من التطوير,Negative
2281,تحفه تستحق الزيارة,Positive
2282,من أجمل الأماكن,Positive
2283,قصر اثري يحكي تراث الاحساء,Positive
2284,جميل ومنظم وفعاليات حلوة,Positive
2285,يقال انه قد بدأ بناء هذا القصر في عام ه يعد من القصور التاريخية البارزة ومن أهم آثار الأحساء ويعرف بأسماء عديدة منها قصر القبة أو قصر الكوت القصر مربع أو مستطيل الشكل نسبيا يحيط به سور طويل وفي زواياه أبراج حجرية,Negative
2286,صحيح المكان صغير لكنه جميل و هادي و اطلالة جميلة,Neutral
2287,انصدمت,Positive
2288,جميلة اول زيارة لي واعجبتنا كثير لولا الشمس اقترح يوضع مظله لو بسيطة على المسارات او التشجير بشكل مكثف زي الموجود عند المطاعم لان بيخفف الشمس وحرقتها وبيزيدون الزوار كذا لان صح الجو كان حر بس مع هوا ممكن نتقبلة مع المشروبات البارده بس الشمس لازم لها حل مسار مترين مظلل نمشي تحته بيكون فكرة حلوة ومريحة,Neutral
2289,معلم إثرائي متفرّد وعالمي متميز  زيارة الشرقية العائلية ناقصة بدون زيارته  أنصح فيه وبقوّة 👍🏼,Positive
2290,عادية,Positive
2291,ممتاز لكن لا يوجد اهتمام يعتبر مهجور,Negative
2292,زورو جميل جدا,Positive
2293,مكان عائلي ممتاز لقضاء نهاية اسبوع جيدة,Positive
2294,لان به ثاني  جمعة في الاسلام,Positive
2295,جميل المكان والخدمات المقدمة وايضا التنوع و المشاركات الفعالة حقيقة رحلة وزيارة تستاهل العنوه,Neutral
2296,بسبب رائحة محطة الصرف الصحي التي تؤثر بالسلب على طبيعة وروعة الموقع,Positive
2297,بصراحة رهيب المركبة والخدمات الموجودة تحت في منتجع الكر ممتازة من جلسات ومناظر وخدمات ومسابح فرق عن تلفريك السودة كانت تجربتي سيئه,Neutral
2298,سيئة طريقتهم تدفع ٢٠ريال عند الدخول والمتحكم صاحب المشروع لا يفهم في أعمال البيزنس فعليه مراجعة قراراته التي ليست في مصالحة العمل التجاري اللذي يقوم فيهلو يلغي ال٢٠لكثر العملا مرتادي المطعم,Neutral
2299,فعلا من الأماكن إللي أتمني أقوم بزيارتها مره أخري,Positive
2300,متحف صغير وجميل,Positive
2301,مكان مناسب للأطفال يقع بآخر طابق بمجمع العثيم مول,Positive
2302,اخ بس وش أقول ووش أخلي بالسودة وأبها وأهلها  من أجمل الأماكن الي زرتها غيوم وأمطار وبراد ومناظر طبيعية تفتح النفس  فعلاً ابها البهيه والسودة من أجمل المعالم السياحية الي أنصح الكل بزيارتها ونشكر الجهود الأمنية بالتواجد الدائم الله,Neutral
2303,وهي تعود لبداية توحيد المملكة العربية السعودية قبل  عام وتعد البلدة القديمة للسكان الحاليين بالعلا ومنها توسعت العلا بشكلها الحالي ونهضتها العمرانية الحديثة والبلدة تحتاج لترميم الابنية الطينية والحجرية لتضل معلم تاريخي للعصر الحديث بعلا التاريخ,Negative
2304,قلعة قديمة منذ الخلافة الإسلامية العثمانية تستحق الزيارة,Positive
2305,قصر جبره الاثري يحتاج من جهة الاختصاص ان تعيد ترميمه حتى يصل الى وضعه السابق كي يرقى بمكانة والمدينه التي يتواجد بها,Neutral
2306,أجواء ممتازة نحتاج مزيد ومزيد من تنويع الجلسات,Negative
2307,بإمكانك قضاء ساعات طويلة في هذا المهرجان دون ملل,Positive
2308,تتميز القرية الشعبية با الأكل الشعبي الذيذ والقهوة العربية  والمتاحف التراث السعودي الأصيل ويوجد قاعات المناسبات,Positive
2309,سكة الحجاز  هي خطة المخطط في إعادة  المجد والتجديد والتغيير والترفيهي والسياحة بالتخطيط الاستراتيجي والتنفيذ السليم والإشراف الفعلي والفاعلية حضروا دورات تدريبية  دورة للمعلمين وبذلوا جهود للتحسين المستمر لمهارتهم من خلال الأنشطة الرياضية,Neutral
2310,جزاكم اللة خير,Positive
2311,فساد,Positive
2312,عشان لينا ذكريات في استسيون جميل تراثنا العربي والإسلامي,Positive
2313,من ايام موسم الرياض ٢٠١٩ بس قفل الان,Positive
2314,مهرجان سعودي بتميز ثقافة تنوع حضارة تراث الاولاد جدا انبسطو خدمة الباصات من سابتكو مميزة وفيها تجديد,Neutral
2315,الطنطورة,Positive
2316,السودة جميلة كالعادة,Neutral
2317,مهرجان الجنادرية جميل وهذي السنة بيستمر ثلاث أسابيع وهذا المهرجان معروف وقديم له ثلاث وثلاثين سنة فيه مناطق المملكة كلها ومن دول الخليج الإمارات وهو اكبر جناح وهذي السنه حطوا,Positive
2318,ممتع بس ينقصهة كثير من الاهتمام بالعروض والفعاليات تاهيل مطاعم متخصصة في التغذية زيادة والكثير من الاهتمام بالاشجار وان تكون جميع اماكن المتحف مفتوحة للزوار,Neutral
2319,مكان جميل جداً ويعلم اساس الرجال في الزمن القديم,Positive
2320,لمحبي التحف والمقتنيات المنوعة القديمة متحف عبدالرؤوف خليل هو المكان المناسب,Positive
2321,رائع جدا لايفوتكم,Positive
2322,تجربة رائعه في رحله تستغرق قرابت ال ٣ ساعات من التجول بتذكرة قيمتها ١٠ ريال,Neutral
2323,من ضمن أشهر المعالم بالعلا الطنطورة وهي ساعة شمسية قديمة وتسمى بالمزولة الشمسية وهي لحساب الوقت وفصول السنة بدقة للزراعة والري وغيرها,Negative
2324,أسعارهم مبالغ فيها بقوه حبة دجاج ب ٣٠٠ ريال المشكله بعد ما اكلت جاب الفاتورة ٣٠٠ شكلها البيضه الذهبيه إلى تجيبها دجاجه من كل ألف دجاجة تجيب بيضه وحده ذهبيه 🤣,Positive
2325,رائع جدا بما تعنيه الكلمة انصح بزيارته و الاخوة المرشدين متمكنين جدا,Positive
2326,مكان جميل ورائع,Positive
2327,رائع جدا ومنظم انصح اللي يروح  يطلب المرشد  السعر للدخول للكبار ٢٥ ريال مع المرشد اطلبوه  انجاز  يشكر عليه الاستاذ  الكعكعي,Neutral
2328,الحمدلله على نعمة الاسلام و الشكر لهذا البلد في محافظة على المساجد القديمة,Positive
2329,جميل لكن الطريقدالمؤدي للوصول له سيء,Positive
2330,مكرر,Positive
2331,متحف جميل  يشرح سيرة النبي صلى الله عليه و سلم بنماذج مصغرة جميلة  بعضها بحاجة لصيانة  الدليل العربي الذي رافقنا متميز جداً,Positive
2332,شي جميل وتنظيم بالدخول والخروج وتوفير جميع ماتحتاج من خدمات والاسعار وتذكار الدخول ممتازة,Positive
2333,ثري ورائع  بصراحة أفتخر بوجود هذا المركز في بلادي الغالية  مكثت فيه ٥ ساعات ولم أستطع الالمام بكل مافيه  بإذن الله الزيارة القادمة يستحق وقت أطول 💖,Neutral
2334,بحيرة ينبع الصناعية في الهيئة الملكية اذهلني وجود مثل هذا المكان المتناهي الجمال كلمة رائعة قليلة في حق المكان وخصوصاً لو صادف وقت الجلوس اجواء غائمة وهواء عليل المكان ١٠ من ١٠ متوفر فيه المرافق العامة اكرمكم الله حمامات نظيفة والعاب اطفال والمكان نظيف انصح لقاصدي ينبع زيارته,Positive
2335,مميز  شويه ترتيب فقط,Positive
2336,روحي هوى السوده  ونفسي هوى السوده وعيني في جبل تهلل  بالحب موعوده توهني في الوادي  انساني في التله,Positive
2337,قفل,Positive
2338,شديد,Positive
2339,بزيارتو,Positive
2340,الحمدلله مره قويس متحف دار المدينة المنورة,Positive
2341,غير منسق ولا يوجد دورات مياة,Positive
2342,تجربة جديدة وفريدة,Positive
2343,روعه المكان و الاجواء ارجو ان تهدوني هدية بما اني من العملاء ال VIP,Positive
2344,ممتاز لكن انصحك ان تذهب لها في غير وقت المواسم لازدحامها الشديد في مواسم العطل,Positive
2345,المكان يحصل على عناية واهتمام,Negative
2346,مكان جميل  لكنه صغير  و مزدحم,Positive
2347,معاك اثري جميل ننصح بزيارته,Positive
2348,عائلي,Positive
2349,حضاره عريقه,Positive
2350,مركز ثقافي انشأته شركة أرامكو وداخله مكتبه ومطاعم ومتاحف ومركز الطاقه الدخول مجاني والمتاحف ب ريال الدخول,Positive
2351,الحديقة جميله وغيروها عن اول كثيير والدخول ب ١١٥ وفيه شبكه للتذاكر وتفتح الساعه ٨٣٠ والحيوانات كثيره ومتنوعه والحدييقة كبييره مره اكبر من قبل واشرح والشجر كثير والمناظر ماكنك في الرياض وجربت كوفي عندهم لاباس فيه وعنده شبكه  اما الباقين مدري,Neutral
2352,تهبل,Positive
2353,مكان روعه لكن للأسف لايوجد مكان لوقوف السيارات,Positive
2354,المكان جدا رائع ويستحق الزيارة وبه متحف جميل وقيم تذكرنا بايام الطفولة كذلك يوجد داخلة مطعم اكله لذيذ,Negative
2355,مكان تراثي ويضم العديد من التحف القديمة تذكرة الدخول  ريال للشخص والاطفال مجانا يوجد مطعم شعبي,Neutral
